"roll_call_id","bill_id","session","roll_call_date","roll_call_desc","yea","nay","nv","absent","total","passed","chamber","chamber_id","bill_title","bill_number","session_year","bill_desc","bill_url","pct_of_total","n_present","pct_of_present"
"1300255",1728642,"2023-2023_Regular_Session","2023-04-13","House: Third Reading RCS#102",33,80,6,0,119,0,"H",27,"Pregnancy and Parenting Support","S0300",2023,"Citing this act as the ""Heartbeat Protection Act""; requiring the Department of Health to contract for the management and delivery of parenting support services, in addition to pregnancy support services; prohibiting physicians from knowingly performing or inducing a termination of pregnancy after the gestational age of the fetus is determined to be more than 6 weeks, rather than 15 weeks, with exceptions; providing an exception if the woman obtaining the abortion is doing so because she is a victim of rape, incest, or human trafficking, subject to certain conditions; requiring that medications intended for use in a medical abortion be dispensed in person by a physician, etc.","https://legiscan.com/FL/bill/S0300/2023",0.277310924369748,113,0.292035398230089
"1300256",1728642,"2023-2023_Regular_Session","2023-04-13","House: Third Reading RCS#103",33,80,6,0,119,0,"H",27,"Pregnancy and Parenting Support","S0300",2023,"Citing this act as the ""Heartbeat Protection Act""; requiring the Department of Health to contract for the management and delivery of parenting support services, in addition to pregnancy support services; prohibiting physicians from knowingly performing or inducing a termination of pregnancy after the gestational age of the fetus is determined to be more than 6 weeks, rather than 15 weeks, with exceptions; providing an exception if the woman obtaining the abortion is doing so because she is a victim of rape, incest, or human trafficking, subject to certain conditions; requiring that medications intended for use in a medical abortion be dispensed in person by a physician, etc.","https://legiscan.com/FL/bill/S0300/2023",0.277310924369748,113,0.292035398230089
"1300257",1728642,"2023-2023_Regular_Session","2023-04-13","House: Third Reading RCS#104",33,80,6,0,119,0,"H",27,"Pregnancy and Parenting Support","S0300",2023,"Citing this act as the ""Heartbeat Protection Act""; requiring the Department of Health to contract for the management and delivery of parenting support services, in addition to pregnancy support services; prohibiting physicians from knowingly performing or inducing a termination of pregnancy after the gestational age of the fetus is determined to be more than 6 weeks, rather than 15 weeks, with exceptions; providing an exception if the woman obtaining the abortion is doing so because she is a victim of rape, incest, or human trafficking, subject to certain conditions; requiring that medications intended for use in a medical abortion be dispensed in person by a physician, etc.","https://legiscan.com/FL/bill/S0300/2023",0.277310924369748,113,0.292035398230089
"1300258",1728642,"2023-2023_Regular_Session","2023-04-13","House: Third Reading RCS#105",33,80,6,0,119,0,"H",27,"Pregnancy and Parenting Support","S0300",2023,"Citing this act as the ""Heartbeat Protection Act""; requiring the Department of Health to contract for the management and delivery of parenting support services, in addition to pregnancy support services; prohibiting physicians from knowingly performing or inducing a termination of pregnancy after the gestational age of the fetus is determined to be more than 6 weeks, rather than 15 weeks, with exceptions; providing an exception if the woman obtaining the abortion is doing so because she is a victim of rape, incest, or human trafficking, subject to certain conditions; requiring that medications intended for use in a medical abortion be dispensed in person by a physician, etc.","https://legiscan.com/FL/bill/S0300/2023",0.277310924369748,113,0.292035398230089
"1300259",1728642,"2023-2023_Regular_Session","2023-04-13","House: Third Reading RCS#106",33,80,6,0,119,0,"H",27,"Pregnancy and Parenting Support","S0300",2023,"Citing this act as the ""Heartbeat Protection Act""; requiring the Department of Health to contract for the management and delivery of parenting support services, in addition to pregnancy support services; prohibiting physicians from knowingly performing or inducing a termination of pregnancy after the gestational age of the fetus is determined to be more than 6 weeks, rather than 15 weeks, with exceptions; providing an exception if the woman obtaining the abortion is doing so because she is a victim of rape, incest, or human trafficking, subject to certain conditions; requiring that medications intended for use in a medical abortion be dispensed in person by a physician, etc.","https://legiscan.com/FL/bill/S0300/2023",0.277310924369748,113,0.292035398230089
"1310423",1723057,"2023-2023_Regular_Session","2023-04-25","House: Third Reading RCS#192",33,80,6,0,119,0,"H",27,"Employee Organizations Representing Public Employees","S0256",2023,"Requiring a public employee who desires to be a member of an employee organization to sign a membership authorization form beginning on a specified date; requiring an employee organization to revoke a public employee's membership upon receipt of his or her written request for revocation; prohibiting certain employee organizations from having dues and uniform assessments deducted and collected by the employer from certain salaries; revising requirements for applications for initial registrations and renewals of registration of employee organizations; revising prohibitions for employee organizations and certain persons and entities relating to employee organizations, etc.","https://legiscan.com/FL/bill/S0256/2023",0.277310924369748,113,0.292035398230089
"1363694",1785967,"2024-2024_Regular_Session","2024-01-09","House: Third Reading RCS#528",33,80,6,0,119,0,"H",27,"Balanced Federal Budget","H0703",2024,"Concurrent resolution applying to Congress of United States to call convention for sole purpose of proposing an amendment to Constitution of United States which requires balanced federal budget.","https://legiscan.com/FL/bill/H0703/2024",0.277310924369748,113,0.292035398230089
"1282884",1685150,"2023-2023_Regular_Session","2023-03-23","House: Third Reading RCS#39",32,77,10,0,119,0,"H",27,"Public Safety","H0543",2023,"Authorizes person to carry concealed weapon or firearm if he or she is licensed to do so or meets specified requirements; requires person who is carrying concealed weapon or firearm without license to carry identification & display upon demand by law enforcement; prohibits person who is carrying concealed weapon or firearm without license from carrying such weapon or firearm in specified locations; authorizes nonresident to carry concealed weapon or firearm in this state if he or she meets same requirements as resident; requires Office of Safe Schools to develop behavioral threat management operational process.","https://legiscan.com/FL/bill/H0543/2023",0.26890756302521,109,0.293577981651376
"1315200",1728716,"2023-2023_Regular_Session","2023-05-01","House: Third Reading RCS#361",33,79,7,0,119,0,"H",27,"Immigration","S1718",2023,"Prohibiting counties and municipalities, respectively, from providing funds to any person, entity, or organization to issue identification documents to an individual who does not provide proof of lawful presence in the United States; specifying that certain driver licenses and permits issued by other states exclusively to unauthorized immigrants are not valid in this state; requiring certain hospitals to collect patient immigration status data information on admission or registration forms; requiring the Department of Economic Opportunity to enter a certain order and require repayment of certain economic development incentives if the department finds or is notified that an employer has knowingly employed an unauthorized alien without verifying the employment eligibility of such person, etc.","https://legiscan.com/FL/bill/S1718/2023",0.277310924369748,112,0.294642857142857
"1363699",1785853,"2024-2024_Regular_Session","2024-01-09","House: Third Reading RCS#532",33,79,7,0,119,0,"H",27,"Congressional Term Limits","H0693",2024,"Applies to Congress of United States to call convention for sole purpose of proposing amendments to Constitution of United States to set limit on number of terms to which person may be elected as member of United States House of Representatives & to set limit on number of terms to which person may be elected as member of the United States Senate.","https://legiscan.com/FL/bill/H0693/2024",0.277310924369748,112,0.294642857142857
"1288999",1718444,"2023-2023_Regular_Session","2023-03-30","House: Third Reading RCS#53",34,80,5,0,119,0,"H",27,"Education","H1069",2023,"Defines ""sex"" for Florida Early Learning-20 Education Code; provides requirements relating to titles & pronouns; revises provisions relating to instruction & materials for specified instruction relating to reproductive health; provides additional requirements for instruction regarding human sexuality; provides district school boards are responsible for materials used in classroom libraries; revises provisions relating to objections of certain materials & process related to such objections; revises school principal, school district & district school board duties & responsibilities relating to certain materials & processes.","https://legiscan.com/FL/bill/H1069/2023",0.285714285714286,114,0.298245614035088
"1289457",1728642,"2023-2023_Regular_Session","2023-03-30","Senate: Third Reading RCS#7",12,28,0,0,40,0,"S",28,"Pregnancy and Parenting Support","S0300",2023,"Citing this act as the ""Heartbeat Protection Act""; requiring the Department of Health to contract for the management and delivery of parenting support services, in addition to pregnancy support services; prohibiting physicians from knowingly performing or inducing a termination of pregnancy after the gestational age of the fetus is determined to be more than 6 weeks, rather than 15 weeks, with exceptions; providing an exception if the woman obtaining the abortion is doing so because she is a victim of rape, incest, or human trafficking, subject to certain conditions; requiring that medications intended for use in a medical abortion be dispensed in person by a physician, etc.","https://legiscan.com/FL/bill/S0300/2023",0.3,40,0.3
"1289458",1728642,"2023-2023_Regular_Session","2023-03-30","Senate: Third Reading RCS#8",12,28,0,0,40,0,"S",28,"Pregnancy and Parenting Support","S0300",2023,"Citing this act as the ""Heartbeat Protection Act""; requiring the Department of Health to contract for the management and delivery of parenting support services, in addition to pregnancy support services; prohibiting physicians from knowingly performing or inducing a termination of pregnancy after the gestational age of the fetus is determined to be more than 6 weeks, rather than 15 weeks, with exceptions; providing an exception if the woman obtaining the abortion is doing so because she is a victim of rape, incest, or human trafficking, subject to certain conditions; requiring that medications intended for use in a medical abortion be dispensed in person by a physician, etc.","https://legiscan.com/FL/bill/S0300/2023",0.3,40,0.3
"1300253",1728642,"2023-2023_Regular_Session","2023-04-13","House: Third Reading RCS#100",34,79,6,0,119,0,"H",27,"Pregnancy and Parenting Support","S0300",2023,"Citing this act as the ""Heartbeat Protection Act""; requiring the Department of Health to contract for the management and delivery of parenting support services, in addition to pregnancy support services; prohibiting physicians from knowingly performing or inducing a termination of pregnancy after the gestational age of the fetus is determined to be more than 6 weeks, rather than 15 weeks, with exceptions; providing an exception if the woman obtaining the abortion is doing so because she is a victim of rape, incest, or human trafficking, subject to certain conditions; requiring that medications intended for use in a medical abortion be dispensed in person by a physician, etc.","https://legiscan.com/FL/bill/S0300/2023",0.285714285714286,113,0.300884955752212
"1300254",1728642,"2023-2023_Regular_Session","2023-04-13","House: Third Reading RCS#101",34,79,6,0,119,0,"H",27,"Pregnancy and Parenting Support","S0300",2023,"Citing this act as the ""Heartbeat Protection Act""; requiring the Department of Health to contract for the management and delivery of parenting support services, in addition to pregnancy support services; prohibiting physicians from knowingly performing or inducing a termination of pregnancy after the gestational age of the fetus is determined to be more than 6 weeks, rather than 15 weeks, with exceptions; providing an exception if the woman obtaining the abortion is doing so because she is a victim of rape, incest, or human trafficking, subject to certain conditions; requiring that medications intended for use in a medical abortion be dispensed in person by a physician, etc.","https://legiscan.com/FL/bill/S0300/2023",0.285714285714286,113,0.300884955752212
"1287516",1685150,"2023-2023_Regular_Session","2023-03-29","Senate: Third Reading RCS#4",12,27,1,0,40,0,"S",28,"Public Safety","H0543",2023,"Authorizes person to carry concealed weapon or firearm if he or she is licensed to do so or meets specified requirements; requires person who is carrying concealed weapon or firearm without license to carry identification & display upon demand by law enforcement; prohibits person who is carrying concealed weapon or firearm without license from carrying such weapon or firearm in specified locations; authorizes nonresident to carry concealed weapon or firearm in this state if he or she meets same requirements as resident; requires Office of Safe Schools to develop behavioral threat management operational process.","https://legiscan.com/FL/bill/H0543/2023",0.3,39,0.307692307692308
"1305734",1726736,"2023-2023_Regular_Session","2023-04-19","Senate: Third Reading RCS#13",12,27,1,0,40,0,"S",28,"Public Records/Transportation and Protective Services","S1616",2023,"Providing an exemption from public records requirements for records held by a law enforcement agency relating to certain security or transportation services; providing for retroactive application; providing for legislative review and repeal of the exemption; providing a statement of public necessity, etc.","https://legiscan.com/FL/bill/S1616/2023",0.3,39,0.307692307692308
"1311024",1751156,"2023-2023_Regular_Session","2023-04-26","Senate: Third Reading RCS#9",12,27,1,0,40,0,"S",28,"Elections","S7050",2023,"Requiring the Secretary of State to provide mandatory formal signature matching training to specified persons; requiring that third-party voter registration organizations provide to the Division of Elections the general election cycle for which they are registering persons to vote, beginning on a certain date; deleting the scheduled repeal of a public records exemption for certain voter registration information from another state or the District of Columbia; requiring a supervisor to adhere to specified procedures before the removal of a registered voter from the statewide voter registration system; defining the term ""qualify"" for purposes of restrictions on individuals qualifying for public office, etc.","https://legiscan.com/FL/bill/S7050/2023",0.3,39,0.307692307692308
"1299814",1728642,"2023-2023_Regular_Session","2023-04-13","House: Third Reading RCS#98",35,77,7,0,119,0,"H",27,"Pregnancy and Parenting Support","S0300",2023,"Citing this act as the ""Heartbeat Protection Act""; requiring the Department of Health to contract for the management and delivery of parenting support services, in addition to pregnancy support services; prohibiting physicians from knowingly performing or inducing a termination of pregnancy after the gestational age of the fetus is determined to be more than 6 weeks, rather than 15 weeks, with exceptions; providing an exception if the woman obtaining the abortion is doing so because she is a victim of rape, incest, or human trafficking, subject to certain conditions; requiring that medications intended for use in a medical abortion be dispensed in person by a physician, etc.","https://legiscan.com/FL/bill/S0300/2023",0.294117647058824,112,0.3125
"1363695",1785967,"2024-2024_Regular_Session","2024-01-09","House: Third Reading RCS#529",35,77,7,0,119,0,"H",27,"Balanced Federal Budget","H0703",2024,"Concurrent resolution applying to Congress of United States to call convention for sole purpose of proposing an amendment to Constitution of United States which requires balanced federal budget.","https://legiscan.com/FL/bill/H0703/2024",0.294117647058824,112,0.3125
"1283058",1723057,"2023-2023_Regular_Session","2023-03-23","Senate: Third Reading RCS#7",12,26,0,2,40,0,"S",28,"Employee Organizations Representing Public Employees","S0256",2023,"Requiring a public employee who desires to be a member of an employee organization to sign a membership authorization form beginning on a specified date; requiring an employee organization to revoke a public employee's membership upon receipt of his or her written request for revocation; prohibiting certain employee organizations from having dues and uniform assessments deducted and collected by the employer from certain salaries; revising requirements for applications for initial registrations and renewals of registration of employee organizations; revising prohibitions for employee organizations and certain persons and entities relating to employee organizations, etc.","https://legiscan.com/FL/bill/S0256/2023",0.3,38,0.315789473684211
"1314127",1728073,"2023-2023_Regular_Session","2023-04-28","House: Third Reading RCS#348",35,73,11,0,119,0,"H",27,"Minimum Age for Firearm Purchase or Transfer","H1543",2023,"Reducing minimum age at which person may purchase firearm & age of purchasers to which specified licensees are prohibited from selling or transferring firearm.","https://legiscan.com/FL/bill/H1543/2023",0.294117647058824,108,0.324074074074074
"1399750",1783707,"2024-2024_Regular_Session","2024-02-29","House: Third Reading RCS#750",37,77,6,0,120,0,"H",27,"Employment Regulations","H0433",2024,"Prohibiting political subdivisions from maintaining a minimum wage other than a state or federal minimum wage; prohibiting political subdivisions from controlling, affecting, or awarding preferences based on the wages or employment benefits of entities doing business with the political subdivision; revising and providing applicability; etc.","https://legiscan.com/FL/bill/H0433/2024",0.308333333333333,114,0.324561403508772
"1288433",1685150,"2023-2023_Regular_Session","2023-03-29","Senate: Third Reading RCS#5",13,27,0,0,40,0,"S",28,"Public Safety","H0543",2023,"Authorizes person to carry concealed weapon or firearm if he or she is licensed to do so or meets specified requirements; requires person who is carrying concealed weapon or firearm without license to carry identification & display upon demand by law enforcement; prohibits person who is carrying concealed weapon or firearm without license from carrying such weapon or firearm in specified locations; authorizes nonresident to carry concealed weapon or firearm in this state if he or she meets same requirements as resident; requires Office of Safe Schools to develop behavioral threat management operational process.","https://legiscan.com/FL/bill/H0543/2023",0.325,40,0.325
"1316450",1718444,"2023-2023_Regular_Session","2023-05-02","Senate: Third Reading RCS#16",13,26,1,0,40,0,"S",28,"Education","H1069",2023,"Defines ""sex"" for Florida Early Learning-20 Education Code; provides requirements relating to titles & pronouns; revises provisions relating to instruction & materials for specified instruction relating to reproductive health; provides additional requirements for instruction regarding human sexuality; provides district school boards are responsible for materials used in classroom libraries; revises provisions relating to objections of certain materials & process related to such objections; revises school principal, school district & district school board duties & responsibilities relating to certain materials & processes.","https://legiscan.com/FL/bill/H1069/2023",0.325,39,0.333333333333333
"1403544",1798653,"2024-2024_Regular_Session","2024-03-05","House: Third Reading RCS#868",40,64,16,0,120,0,"H",27,"Local Regulation of Nonconforming and Unsafe Structures","S1526",2024,"Designating the ""Resiliency and Safe Structures Act""; prohibiting local governments from prohibiting, restricting, or preventing the demolition of certain structures and buildings unless necessary for public safety; prohibiting local governments from imposing additional local land development regulations or public hearings on permit applicants; requiring a local government to authorize replacement structures to be developed in accordance with certain regulations, etc.","https://legiscan.com/FL/bill/S1526/2024",0.333333333333333,104,0.384615384615385
"1404689",1800802,"2024-2024_Regular_Session","2024-03-06","Senate: Third Reading RCS#26",15,24,1,0,40,0,"S",28,"Exemption of Homesteads","H7019",2024,"Requires value of homestead exemption be adjusted annually; requiring Legislature appropriate funds for specified purpose; require funds be distributed in specified manner; requires specified counties provide certain documentation.","https://legiscan.com/FL/bill/H7019/2024",0.375,39,0.384615384615385
"1390619",1799113,"2024-2024_Regular_Session","2024-02-21","Senate: Third Reading RCS#19",14,22,1,3,40,0,"S",28,"Public Employees","S1746",2024,"Revising a prohibition on dues to certain mass transit employees; providing that specified employee organizations have the right to have its dues and uniform assessments deducted and collected by the employer from the salaries of those employees who authorized such deduction and collection; revising the application employee organizations must submit to register as certified bargaining agents; providing transitional provisions regarding the renewal of registration of employee organizations during a specified timeframe, etc.","https://legiscan.com/FL/bill/S1746/2024",0.35,36,0.388888888888889
"1405309",1785320,"2024-2024_Regular_Session","2024-03-07","Senate: Third Reading RCS#35",16,24,0,0,40,0,"S",28,"Vacation Rentals","S0280",2024,"Requiring advertising platforms or operators listing a vacation rental with an advertising platform to collect and remit specified taxes for certain vacation rental transactions; defining the term ""advertising platform""; adding licensing to the regulated activities of public lodging establishments and public food service establishments which are preempted to the state; requiring advertising platforms to require that persons placing advertisements or listings for vacation rentals include certain information in the advertisements or listings and attest to certain information; authorizing the division to revoke, refuse to issue or renew, or suspend vacation rental licenses under certain circumstances, etc.","https://legiscan.com/FL/bill/S0280/2024",0.4,40,0.4
"1281273",1707984,"2023-2023_Regular_Session","2023-03-22","Senate: Third Reading RCS#4",16,23,0,1,40,0,"S",28,"Civil Remedies","H0837",2023,"Creates rebuttable presumption that lodestar fee is sufficient & reasonable attorney fee in most civil actions; reduces statute of limitations for negligence actions; provides standards for bad faith actions; provides for distribution of proceeds when two or more third-party claims arising out of single occurrence exceed policy limits; limits applicability of provisions relating to attorney fees in certain actions against insurers; provides standards for evidence to prove damages for medical expenses in certain civil actions; requires certain disclosures with respect to claims for medical expenses for treatment rendered under letters of protection; requires trier of fact to consider fault of certain persons who contribute to an injury; provides that owner or principal operator of multifamily residential property which substantially implements specified security measures on that property has presumption against liability in connection with certain criminal acts that occur on premises; revises provisions relating to immunity from liability for injury to trespassers on real property; specifies applicability of provisions relating to offer of judgment & demand for judgment.","https://legiscan.com/FL/bill/H0837/2023",0.4,39,0.41025641025641
"1405566",1794353,"2024-2024_Regular_Session","2024-03-07","House: Third Reading RCS#983",49,45,26,0,120,0,"H",27,"Chief Financial Officer","H0989",2024,"Creates Federal Tax Liaison position within DFS; provides that, upon diagnosis of cancer, firefighters are entitled to certain benefits; provides additional grounds for qualified public depositories to be suspended & disqualified; provides reimbursement schedule requirements for emergency services & care under workers' compensation; provides qualification for all-lines adjuster licenses; authorizes OFR to receive complaints from customer or member who reasonably believes that financial institution has acted in bad faith in taking action restricting access to such customer's or member's account; provides circumstances under which property is presumed unclaimed; provides circumstances under which virtual currency held or owing by banking organizations are not presumed unclaimed; revises date on which stocks & other equity interests in business associations are presumed unclaimed; provides that certain intangible property held by attorneys in fact & by agents in fiduciary capacity are presumed unclaimed; provides that state assumes custody & responsibility for safekeeping of unclaimed property upon good faith payments or deliveries of property to department.","https://legiscan.com/FL/bill/H0989/2024",0.408333333333333,94,0.521276595744681
